station,frequency,norm
97.9,1441.40625,27.95322567162875
97.9,1445.3125,19.042916722511162
97.9,1449.21875,27.94690201676589
97.9,1453.125,18.414161967855225
97.9,1457.03125,17.928024429518
97.9,1460.9375,16.29862656455849
97.9,1464.84375,15.91064371894365
97.9,1468.75,19.547804295909405
97.9,1472.65625,22.93905052655091
97.9,1476.5625,21.47803112834959
97.9,1480.46875,21.722013776868778
97.9,1484.375,22.8149228973871
97.9,1488.28125,27.633125864427637
97.9,1492.1875,20.905495098893546
97.9,1496.09375,27.07060965753674
97.9,1500.0,29.25652038445945
97.9,1503.90625,31.34742677680024
97.9,1507.8125,16.178120282074413
97.9,1511.71875,17.613245620369252
97.9,1515.625,17.40156801474022
97.9,1519.53125,30.026536793472605
97.9,1523.4375,19.486042380925582
97.9,1527.34375,18.159662921671952
97.9,1531.25,29.97909728937698
97.9,1535.15625,26.62860035013948
97.9,1539.0625,22.311152454595547
97.9,1542.96875,15.935025758044898
97.9,1546.875,27.780496784130705
97.9,1550.78125,26.881922538902614
97.9,1554.6875,19.171993815453376
97.9,1558.59375,19.520039844554113
97.9,1562.5,19.110301692201826
97.9,1566.40625,31.657121568076466
97.9,1570.3125,7.7486906317274045
97.9,1574.21875,28.064555893705506
97.9,1578.125,24.077326152652777
97.9,1582.03125,22.022086420995695
97.9,1585.9375,8.248052934325091
97.9,1589.84375,22.234881699105316
97.9,1593.75,25.674849475375012
97.9,1597.65625,14.316571641084597
97.9,1601.5625,19.011374971646855
97.9,1605.46875,15.956489832617228
97.9,1609.375,25.447818869170316
97.9,1613.28125,21.961507183707017
97.9,1617.1875,31.228224579442486
97.9,1621.09375,16.30364817382465
97.9,1625.0,28.31193827272395
97.9,1628.90625,17.01441603462229
97.9,1632.8125,22.850662011460198
97.9,1636.71875,20.311903005003646
97.9,1640.625,22.86351797585852
97.9,1644.53125,38.507280614635626
97.9,1648.4375,25.19208629328847
97.9,1652.34375,30.24527376558961
97.9,1656.25,12.209263566156682
97.9,1660.15625,21.50705848438708
97.9,1664.0625,22.553280035786287
97.9,1667.96875,10.570735715094203
97.9,1671.875,23.824224630582968
97.9,1675.78125,19.405329302111305
97.9,1679.6875,31.069692157987404
97.9,1683.59375,14.746352670913195
97.9,1687.5,21.466898677243044
97.9,1691.40625,19.736994604970832
97.9,1695.3125,28.2514441997872
97.9,1699.21875,21.341504548897536
97.9,1703.125,23.70711186146038
97.9,1707.03125,23.155141808015575
97.9,1710.9375,28.98560347113228
97.9,1714.84375,19.93776541915924
97.9,1718.75,10.670936849747369
97.9,1722.65625,15.52663928400907
97.9,1726.5625,19.773509761488203
97.9,1730.46875,12.604917773163564
97.9,1734.375,27.025338887002953
97.9,1738.28125,3.7115905278396477
97.9,1742.1875,13.642581982105389
97.9,1746.09375,17.08800096957884
97.9,1750.0,14.414896952467176
97.9,1753.90625,18.498308331991705
97.9,1757.8125,32.48464220225971
97.9,1761.71875,14.677804888675634
97.9,1765.625,24.386460059240353
97.9,1769.53125,21.709488999759504
97.9,1773.4375,25.259868646725472
97.9,1777.34375,10.776082976661119
97.9,1781.25,21.539162294162317
97.9,1785.15625,23.64443372557752
97.9,1789.0625,31.13842670637925
97.9,1792.96875,33.19744333702339
97.9,1796.875,26.0824525382496
97.9,1800.78125,10.610926269530026
97.9,1804.6875,14.729650044441387
97.9,1808.59375,12.141144716581842
97.9,1812.5,30.413944485471802
97.9,1816.40625,16.93257540474048
97.9,1820.3125,25.96348000268656
97.9,1824.21875,29.44122173974391
97.9,1828.125,23.370505150829086
97.9,1832.03125,14.582287256363987
97.9,1835.9375,15.756532008922235
97.9,1839.84375,17.73423128092944
97.9,1843.75,18.630301549000702
97.9,1847.65625,37.39347566262888
97.9,1851.5625,19.147225956282398
97.9,1855.46875,32.148983080237116
97.9,1859.375,14.048200310927154
97.9,1863.28125,15.323350594174265
97.9,1867.1875,24.211728176543872
97.9,1871.09375,38.354499405854966
97.9,1875.0,28.11214896366998
97.9,1878.90625,8.890160552361165
97.9,1882.8125,7.847268170840637
97.9,1886.71875,29.654040698448707
97.9,1890.625,15.639580948530666
97.9,1894.53125,6.900512400265684
97.9,1898.4375,4.910855401283766
97.9,1902.34375,31.50558654289909
97.9,1906.25,17.12961521236262
97.9,1910.15625,16.897707036966228
97.9,1914.0625,28.293738949502938
97.9,1917.96875,15.994667479543896
97.9,1921.875,21.63326688498387
97.9,1925.78125,24.943024794125034
97.9,1929.6875,8.379898211836979
97.9,1933.59375,20.325215233962187
97.9,1937.5,19.399164045141614
97.9,1941.40625,18.83076077252532
97.9,1945.3125,12.598238821671606
97.9,1949.21875,15.023921235128133
97.9,1953.125,7.177184290780876
97.9,1957.03125,20.639906095784223
97.9,1960.9375,41.3665417751497
97.9,1964.84375,6.947689227429512
97.9,1968.75,16.89414806474219
97.9,1972.65625,23.150744315285618
97.9,1976.5625,29.960174355351747
97.9,1980.46875,35.07819253656041
97.9,1984.375,22.611085701846918
97.9,1988.28125,10.953890619736985
97.9,1992.1875,3.108389037465714
97.9,1996.09375,10.778182349075161
97.9,2000.0,5.105633595870719
