station,frequency,norm
97.9,1839.84375,6.471631
97.9,1843.75,16.371574
97.9,1847.65625,22.550932
97.9,1851.5625,17.059438
97.9,1855.46875,56.608535
97.9,1859.375,63.599066
97.9,1863.28125,48.768966
97.9,1867.1875,24.251709
97.9,1871.09375,52.918486
97.9,1875.0,28.460174
97.9,1878.90625,59.411362
97.9,1882.8125,47.673481
97.9,1886.71875,18.987431
97.9,1890.625,50.290354
97.9,1894.53125,31.677333
97.9,1898.4375,59.567352
97.9,1902.34375,42.849879
97.9,1906.25,72.409647
97.9,1910.15625,79.612072
97.9,1914.0625,38.533206
97.9,1917.96875,55.943299
97.9,1921.875,38.304204
97.9,1925.78125,12.099621
97.9,1929.6875,44.630772
97.9,1933.59375,37.123893
97.9,1937.5,19.456846
97.9,1941.40625,37.002264
97.9,1945.3125,17.608844
97.9,1949.21875,55.767081
97.9,1953.125,44.943464
97.9,1957.03125,62.795267
97.9,1960.9375,65.696851
97.9,1964.84375,6.777345
97.9,1968.75,17.211208
97.9,1972.65625,40.914099
97.9,1976.5625,33.108341
97.9,1980.46875,40.832363
97.9,1984.375,36.669473
97.9,1988.28125,1.311293
97.9,1992.1875,64.216231
97.9,1996.09375,31.998846
97.9,2000.0,59.265632
97.9,2003.90625,76.566656
97.9,2007.8125,21.585748
97.9,2011.71875,28.095072
97.9,2015.625,41.676678
97.9,2019.53125,35.384015
97.9,2023.4375,27.451703
97.9,2027.34375,40.618498
97.9,2031.25,17.988037
97.9,2035.15625,75.390015
97.9,2039.0625,33.853891
97.9,2042.96875,46.911524
97.9,2046.875,32.297206
97.9,2050.78125,93.124198
97.9,2054.6875,58.475894
97.9,2058.59375,68.242009
97.9,2062.5,51.875921
97.9,2066.40625,61.329759
97.9,2070.3125,55.868789
97.9,2074.21875,57.280962
97.9,2078.125,49.76544
97.9,2082.03125,33.175042
97.9,2085.9375,51.278705
97.9,2089.84375,31.920852
97.9,2093.75,30.328592
97.9,2097.65625,63.205955
97.9,2101.5625,48.411689
97.9,2105.46875,28.9831
97.9,2109.375,44.909497
97.9,2113.28125,47.594455
97.9,2117.1875,32.809555
97.9,2121.09375,22.940373
97.9,2125.0,65.694296
97.9,2128.90625,46.880538
97.9,2132.8125,9.972763
97.9,2136.71875,55.799531
97.9,2140.625,14.835818
97.9,2144.53125,40.32259
97.9,2148.4375,48.483892
97.9,2152.34375,61.021838
97.9,2156.25,60.776505
97.9,2160.15625,18.218748
97.9,2164.0625,13.390936
97.9,2167.96875,24.795551
97.9,2171.875,12.33428
97.9,2175.78125,70.166013
97.9,2179.6875,25.443985
97.9,2183.59375,69.219676
97.9,2187.5,14.23684
97.9,2191.40625,48.657173
97.9,2195.3125,25.762273
97.9,2199.21875,44.578072
97.9,2203.125,40.151085
97.9,2207.03125,50.503249
97.9,2210.9375,20.828639
97.9,2214.84375,27.675023
97.9,2218.75,3.171724
97.9,2222.65625,11.500173
97.9,2226.5625,19.345323
97.9,2230.46875,10.514689
97.9,2234.375,47.021781
97.9,2238.28125,15.172581
97.9,2242.1875,35.756643
97.9,2246.09375,16.557486
97.9,2250.0,32.15415
97.9,2253.90625,56.479772
97.9,2257.8125,40.776251
97.9,2261.71875,9.781605
97.9,2265.625,22.056369
97.9,2269.53125,31.841514
97.9,2273.4375,19.671739
97.9,2277.34375,12.169095
97.9,2281.25,27.802453
97.9,2285.15625,14.190769
97.9,2289.0625,37.668798
97.9,2292.96875,24.322592
97.9,2296.875,27.061028
97.9,2300.78125,34.074511
97.9,2304.6875,38.154008
97.9,2308.59375,21.877602
97.9,2312.5,2.920749
97.9,2316.40625,43.304625
97.9,2320.3125,16.408617
97.9,2324.21875,32.419343
97.9,2328.125,9.436168
97.9,2332.03125,4.255061
97.9,2335.9375,8.253449
97.9,2339.84375,24.061356
97.9,2343.75,22.931926
97.9,2347.65625,17.83109
97.9,2351.5625,22.506879
97.9,2355.46875,67.303118
97.9,2359.375,43.873694
97.9,2363.28125,38.400135
97.9,2367.1875,25.044388
97.9,2371.09375,9.59412
97.9,2375.0,46.100565
97.9,2378.90625,12.455451
97.9,2382.8125,28.386974
97.9,2386.71875,27.806311
97.9,2390.625,48.410465
97.9,2394.53125,14.998331
97.9,2398.4375,24.680356
97.9,2402.34375,8.787178
97.9,2406.25,25.111123
97.9,2410.15625,20.467726
97.9,2414.0625,63.467716
97.9,2417.96875,30.399278
97.9,2421.875,72.886342
97.9,2425.78125,44.510962
97.9,2429.6875,29.536687
97.9,2433.59375,33.566339
97.9,2437.5,12.307189
97.9,2441.40625,16.842092
97.9,2445.3125,30.376092
97.9,2449.21875,68.567524
97.9,2453.125,44.797958
97.9,2457.03125,2.362961
97.9,2460.9375,9.336978
97.9,2464.84375,20.515707
97.9,2468.75,28.067878
97.9,2472.65625,36.035347
97.9,2476.5625,34.183452
97.9,2480.46875,6.175444
97.9,2484.375,37.148735
97.9,2488.28125,17.893821
97.9,2492.1875,74.208738
97.9,2496.09375,67.026557
97.9,2500.0,20.194317
97.9,2503.90625,13.245635
97.9,2507.8125,55.889586
97.9,2511.71875,42.630135
97.9,2515.625,59.095594
97.9,2519.53125,254.078617
97.9,2523.4375,101.144219
97.9,2527.34375,77.886015
97.9,2531.25,51.423815
97.9,2535.15625,20.132988
97.9,2539.0625,15.282047
97.9,2542.96875,49.275729
97.9,2546.875,36.739898
97.9,2550.78125,50.008023
97.9,2554.6875,42.362859
97.9,2558.59375,51.298706
97.9,2562.5,46.269392
97.9,2566.40625,19.91433
97.9,2570.3125,32.665569
97.9,2574.21875,46.671528
97.9,2578.125,28.903944
97.9,2582.03125,93.211357
97.9,2585.9375,33.377131
97.9,2589.84375,32.854532
97.9,2593.75,58.559702
97.9,2597.65625,33.648364
97.9,2601.5625,17.886749
97.9,2605.46875,56.890366
97.9,2609.375,16.77532
97.9,2613.28125,35.570245
97.9,2617.1875,16.840821
97.9,2621.09375,56.32467
97.9,2625.0,24.802542
97.9,2628.90625,76.378193
97.9,2632.8125,32.088132
97.9,2636.71875,41.533207
97.9,2640.625,23.845352
97.9,2644.53125,109.286667
97.9,2648.4375,24.631871
97.9,2652.34375,43.441138
97.9,2656.25,45.613495
97.9,2660.15625,25.406163
97.9,2664.0625,21.912368
97.9,2667.96875,24.474204
97.9,2671.875,43.791407
97.9,2675.78125,90.708091
97.9,2679.6875,12.457057
97.9,2683.59375,37.850328
97.9,2687.5,45.833675
97.9,2691.40625,41.427638
97.9,2695.3125,48.462086
97.9,2699.21875,80.126647
97.9,2703.125,90.019492
97.9,2707.03125,40.746906
97.9,2710.9375,44.878604
97.9,2714.84375,113.483412
97.9,2718.75,52.469246
97.9,2722.65625,64.972149
97.9,2726.5625,42.058133
97.9,2730.46875,24.560867
97.9,2734.375,20.990596
97.9,2738.28125,39.268658
97.9,2742.1875,59.123936
97.9,2746.09375,31.216889
97.9,2750.0,20.46853
97.9,2753.90625,44.19453
97.9,2757.8125,69.673509
97.9,2761.71875,35.09481
97.9,2765.625,18.979199
97.9,2769.53125,59.298679
97.9,2773.4375,30.739334
97.9,2777.34375,37.529058
97.9,2781.25,51.808004
97.9,2785.15625,111.860844
97.9,2789.0625,38.882295
97.9,2792.96875,89.328898
97.9,2796.875,103.611156
97.9,2800.78125,44.084115
97.9,2804.6875,47.333309
97.9,2808.59375,35.159949
97.9,2812.5,51.245741
97.9,2816.40625,42.75395
97.9,2820.3125,50.528648
97.9,2824.21875,22.051171
97.9,2828.125,54.148898
97.9,2832.03125,32.770389
97.9,2835.9375,62.224982
97.9,2839.84375,30.017158
97.9,2843.75,21.329445
97.9,2847.65625,26.841515
97.9,2851.5625,19.658808
97.9,2855.46875,48.137394
97.9,2859.375,34.177677
97.9,2863.28125,19.942574
97.9,2867.1875,40.820363
97.9,2871.09375,23.804786
97.9,2875.0,44.001808
97.9,2878.90625,30.342068
97.9,2882.8125,32.539014
97.9,2886.71875,30.740705
97.9,2890.625,29.353011
97.9,2894.53125,26.059788
97.9,2898.4375,29.508756
97.9,2902.34375,8.210628
97.9,2906.25,36.025656
97.9,2910.15625,53.096424
97.9,2914.0625,15.419629
97.9,2917.96875,6.001793
97.9,2921.875,12.045691
97.9,2925.78125,35.720843
97.9,2929.6875,17.090256
97.9,2933.59375,1.769122
97.9,2937.5,24.272512
97.9,2941.40625,27.891103
97.9,2945.3125,22.545699
97.9,2949.21875,19.989638
97.9,2953.125,16.9832
97.9,2957.03125,7.519028
97.9,2960.9375,6.431901
97.9,2964.84375,30.085232
97.9,2968.75,33.544032
97.9,2972.65625,39.564805
97.9,2976.5625,18.460806
97.9,2980.46875,31.419121
97.9,2984.375,18.223994
97.9,2988.28125,55.532248
97.9,2992.1875,23.50309
97.9,2996.09375,32.034688
97.9,3000.0,11.496559
97.9,3003.90625,11.264163
97.9,3007.8125,35.297474
97.9,3011.71875,48.722575
97.9,3015.625,65.568734
97.9,3019.53125,40.569597
97.9,3023.4375,12.050842
97.9,3027.34375,24.957013
97.9,3031.25,51.141849
97.9,3035.15625,20.17165
97.9,3039.0625,22.331969
97.9,3042.96875,29.504117
97.9,3046.875,44.076422
97.9,3050.78125,28.282378
97.9,3054.6875,19.959945
97.9,3058.59375,20.646607
97.9,3062.5,12.557459
97.9,3066.40625,33.239378
97.9,3070.3125,38.205627
97.9,3074.21875,22.382821
97.9,3078.125,40.651871
97.9,3082.03125,12.252897
97.9,3085.9375,34.223844
97.9,3089.84375,35.273884
97.9,3093.75,45.529685
97.9,3097.65625,11.909246
97.9,3101.5625,17.992373
97.9,3105.46875,42.561852
97.9,3109.375,39.593289
97.9,3113.28125,23.37346
97.9,3117.1875,35.729069
97.9,3121.09375,10.940415
97.9,3125.0,33.308407
97.9,3128.90625,1.048903
97.9,3132.8125,27.303427
97.9,3136.71875,29.718964
97.9,3140.625,43.237234
97.9,3144.53125,10.02329
97.9,3148.4375,66.953203
97.9,3152.34375,31.940936
97.9,3156.25,63.345371
97.9,3160.15625,22.387495
97.9,3164.0625,29.998685
97.9,3167.96875,27.718541
97.9,3171.875,46.998923
97.9,3175.78125,11.956604
97.9,3179.6875,15.428381
97.9,3183.59375,63.594559
97.9,3187.5,42.802975
97.9,3191.40625,10.533716
97.9,3195.3125,35.243237
97.9,3199.21875,40.420508
97.9,3203.125,21.561883
97.9,3207.03125,15.507605
97.9,3210.9375,36.297341
97.9,3214.84375,44.303548
97.9,3218.75,70.19155
97.9,3222.65625,52.86042
97.9,3226.5625,41.116102
97.9,3230.46875,37.638671
97.9,3234.375,46.47905
97.9,3238.28125,7.175675
97.9,3242.1875,37.632663
97.9,3246.09375,28.308849
97.9,3250.0,14.97575
97.9,3253.90625,8.135251
97.9,3257.8125,14.715964
97.9,3261.71875,61.868233
97.9,3265.625,45.906954
97.9,3269.53125,38.750263
97.9,3273.4375,42.014685
97.9,3277.34375,58.01274
97.9,3281.25,36.71871
97.9,3285.15625,36.873199
97.9,3289.0625,53.26777
97.9,3292.96875,14.964166
97.9,3296.875,60.767218
97.9,3300.78125,17.221131
97.9,3304.6875,65.050434
97.9,3308.59375,31.20351
97.9,3312.5,34.864461
97.9,3316.40625,18.713285
97.9,3320.3125,44.148828
97.9,3324.21875,51.483257
97.9,3328.125,14.632107
97.9,3332.03125,43.037307
97.9,3335.9375,36.507944
97.9,3339.84375,41.138793
97.9,3343.75,23.789992
97.9,3347.65625,22.999481
97.9,3351.5625,40.212725
97.9,3355.46875,15.22227
97.9,3359.375,47.67945
97.9,3363.28125,44.047159
97.9,3367.1875,27.726874
97.9,3371.09375,34.904433
97.9,3375.0,64.336381
97.9,3378.90625,29.652712
97.9,3382.8125,20.711873
97.9,3386.71875,64.309463
97.9,3390.625,47.888712
97.9,3394.53125,57.482141
97.9,3398.4375,34.788715
97.9,3402.34375,48.143886
97.9,3406.25,21.390031
97.9,3410.15625,60.313588
97.9,3414.0625,41.826482
97.9,3417.96875,70.875665
97.9,3421.875,63.264296
97.9,3425.78125,40.205139
97.9,3429.6875,23.911968
97.9,3433.59375,27.175619
97.9,3437.5,76.442111
97.9,3441.40625,43.888253
97.9,3445.3125,47.806316
97.9,3449.21875,4.818881
97.9,3453.125,37.247951
97.9,3457.03125,33.742337
97.9,3460.9375,18.004298
97.9,3464.84375,51.847329
97.9,3468.75,17.328769
97.9,3472.65625,47.345119
97.9,3476.5625,58.209244
97.9,3480.46875,46.583494
97.9,3484.375,24.348846
97.9,3488.28125,31.633884
97.9,3492.1875,25.265337
97.9,3496.09375,27.417481
97.9,3500.0,15.267459
97.9,3503.90625,61.418047
97.9,3507.8125,77.164692
97.9,3511.71875,40.753869
97.9,3515.625,9.523505
97.9,3519.53125,16.064602
97.9,3523.4375,18.752565
97.9,3527.34375,26.948612
97.9,3531.25,23.59962
97.9,3535.15625,63.072495
97.9,3539.0625,37.301311
97.9,3542.96875,17.642909
97.9,3546.875,21.061711
97.9,3550.78125,34.933376
97.9,3554.6875,46.21264
97.9,3558.59375,26.903094
97.9,3562.5,50.679293
97.9,3566.40625,16.874192
97.9,3570.3125,51.350575
97.9,3574.21875,41.912672
97.9,3578.125,24.260739
97.9,3582.03125,21.811216
97.9,3585.9375,23.328673
97.9,3589.84375,32.728384
97.9,3593.75,36.714898
97.9,3597.65625,40.569111
97.9,3601.5625,42.764708
97.9,3605.46875,35.150898
97.9,3609.375,7.262729
97.9,3613.28125,1.044365
97.9,3617.1875,46.425704
97.9,3621.09375,52.152764
97.9,3625.0,29.049527
97.9,3628.90625,15.738551
97.9,3632.8125,25.733883
97.9,3636.71875,45.476162
97.9,3640.625,30.383303
97.9,3644.53125,45.44567
97.9,3648.4375,52.589628
97.9,3652.34375,66.535326
97.9,3656.25,31.590898
97.9,3660.15625,30.717667
97.9,3664.0625,62.381419
97.9,3667.96875,88.067434
97.9,3671.875,43.381511
97.9,3675.78125,44.077132
97.9,3679.6875,12.118553
97.9,3683.59375,7.193095
97.9,3687.5,33.011664
97.9,3691.40625,54.094081
97.9,3695.3125,70.140655
97.9,3699.21875,48.994829
97.9,3703.125,55.908852
97.9,3707.03125,55.353623
97.9,3710.9375,38.105908
97.9,3714.84375,53.288602
97.9,3718.75,59.633129
97.9,3722.65625,77.568
97.9,3726.5625,54.579863
97.9,3730.46875,66.914282
97.9,3734.375,72.48513
97.9,3738.28125,58.009152
97.9,3742.1875,25.663245
97.9,3746.09375,32.749121
97.9,3750.0,61.271554
97.9,3753.90625,27.419524
97.9,3757.8125,45.386875
